CUSEC,vivienda turistica,plazas,plazas por vivienda turistica,Porcentaje vivienda turistica,PERIODO,PROV,MUN_LITERAL
1718701001,27,158,5.851852,5.222437,2025M11,17,"Saus, Camallera i Llampaies"
1718801001,12,40,3.3333333,4.4280443,2025M11,17,"Selva de Mar, La"
1718901002,2,23,11.5,0.4474273,2025M11,17,"Cellera de Ter, La"
1718901001,6,56,9.333333,1.2170385,2025M11,17,"Cellera de Ter, La"
1719001001,3,42,14.0,0.5769231,2025M11,17,Serinyà
1719101001,3,19,6.3333335,2.0,2025M11,17,Serra de Daró
1719201001,26,141,5.423077,6.3106794,2025M11,17,Setcases
1719301003,16,104,6.5,1.4222223,2025M11,17,Sils
1719301002,7,35,5.0,0.7121058,2025M11,17,Sils
1719301001,11,79,7.181818,1.1099899,2025M11,17,Sils
1719401001,11,75,6.818182,9.40171,2025M11,17,Susqueda
1719501001,14,99,7.071429,4.5751634,2025M11,17,"Tallada d'Empordà, La"
1719601001,8,36,4.5,4.3010755,2025M11,17,Terrades
1719701001,4,28,7.0,2.2727273,2025M11,17,Torrent
1719801001,20,150,7.5,4.3103447,2025M11,17,Torroella de Fluvià
1719901001,5,24,4.8,0.54229933,2025M11,17,Torroella de Montgrí
1719901002,1,6,6.0,0.1650165,2025M11,17,Torroella de Montgrí
1719901007,236,1354,5.737288,11.568627,2025M11,17,Torroella de Montgrí
1719901006,2,4,2.0,0.32362458,2025M11,17,Torroella de Montgrí
1719901005,2,8,4.0,0.37174723,2025M11,17,Torroella de Montgrí
1719901004,3,14,4.6666665,0.35629454,2025M11,17,Torroella de Montgrí
1719901003,689,3342,4.850508,11.177807,2025M11,17,Torroella de Montgrí
1720001001,2,14,7.0,0.47058824,2025M11,17,Tortellà
1720101001,13,70,5.3846154,5.284553,2025M11,17,Toses
1720201003,76,393,5.1710525,3.838384,2025M11,17,Tossa de Mar
1720201002,213,1094,5.1361504,7.6398854,2025M11,17,Tossa de Mar
1720201001,307,1668,5.4332247,13.136499,2025M11,17,Tossa de Mar
1720301001,8,42,5.25,6.451613,2025M11,17,Ultramort
1720401001,7,44,6.285714,1.3333334,2025M11,17,Ullà
1720501001,11,75,6.818182,5.5837564,2025M11,17,Ullastret
1720601001,5,40,8.0,1.4285715,2025M11,17,Urús
1720701001,15,129,8.6,1.9354838,2025M11,17,"Vall d'en Bas, La"
1720701002,15,123,8.2,1.8518518,2025M11,17,"Vall d'en Bas, La"
1720801001,18,124,6.888889,2.795031,2025M11,17,"Vall de Bianya, La"
1720901001,24,151,6.2916665,5.172414,2025M11,17,Vall-llobrega
1721001001,34,211,6.2058825,5.483871,2025M11,17,Ventalló
1721101001,5,33,6.6,0.7824726,2025M11,17,Verges
1721201001,7,43,6.142857,5.6910567,2025M11,17,Vidrà
1721301004,133,1049,7.887218,7.626147,2025M11,17,Vidreres
1721301002,4,31,7.75,0.67911714,2025M11,17,Vidreres
1721301001,5,36,7.2,0.5219207,2025M11,17,Vidreres
1721301003,22,143,6.5,2.0813622,2025M11,17,Vidreres
1721401001,1,8,8.0,0.2512563,2025M11,17,Vilabertran
1721501001,1,5,5.0,0.18115942,2025M11,17,Vilablareix
1721501002,0,0,0.0,0.0,2025M11,17,Vilablareix
1721601001,0,0,0.0,0.0,2025M11,17,Viladasens
1721701001,12,73,6.0833335,4.379562,2025M11,17,Viladamat
1721801001,16,151,9.4375,3.6697247,2025M11,17,Vilademuls
1722001001,26,227,8.730769,2.6342452,2025M11,17,Viladrau
1722101002,0,0,0.0,0.0,2025M11,17,Vilafant
1722101001,1,5,5.0,0.19723865,2025M11,17,Vilafant
1722101003,4,23,5.75,0.6557377,2025M11,17,Vilafant
1722101004,1,4,4.0,0.18761726,2025M11,17,Vilafant
1722201001,13,84,6.4615383,11.607142,2025M11,17,Vilaür
1722301001,5,43,8.6,0.8726004,2025M11,17,Vilajuïga
1722401001,23,107,4.652174,3.0343008,2025M11,17,Vilallonga de Ter
1722501001,5,51,10.2,2.7027028,2025M11,17,Vilamacolum
1722601001,2,14,7.0,0.4415011,2025M11,17,Vilamalla
1722701001,8,41,5.125,5.063291,2025M11,17,Vilamaniscle
1722801001,7,80,11.428572,3.3980582,2025M11,17,Vilanant
1723001001,1,15,15.0,0.33444816,2025M11,17,Vila-sacra
1723201001,13,80,6.1538463,6.0185184,2025M11,17,Vilopriu
1723301001,3,31,10.333333,0.7058824,2025M11,17,Vilobí d'Onyar
1723301002,6,41,6.8333335,0.6514658,2025M11,17,Vilobí d'Onyar
1723401001,0,0,0.0,0.0,2025M11,17,Biure
1790101001,22,168,7.6363635,2.8132992,2025M11,17,"Cruïlles, Monells i Sant Sadurní de l'Heura"
1790201002,38,263,6.9210525,6.270627,2025M11,17,Forallac
1790201001,5,21,4.2,1.1210762,2025M11,17,Forallac
1790301001,5,32,6.4,0.8130081,2025M11,17,Sant Julià del Llor i Bonmatí
2500101001,4,34,8.5,3.4188035,2025M11,25,Abella de la Conca
2500201001,27,185,6.851852,3.901734,2025M11,25,Àger
2500301004,3,12,4.0,0.41095892,2025M11,25,Agramunt
2500301003,1,16,16.0,0.10706638,2025M11,25,Agramunt
2500301002,3,32,10.666667,0.4878049,2025M11,25,Agramunt
2500301001,0,0,0.0,0.0,2025M11,25,Agramunt
2500401001,0,0,0.0,0.0,2025M11,25,"Alamús, Els"
2500501001,2,19,9.5,0.6557377,2025M11,25,Alàs i Cerc
2500601001,4,20,5.0,1.5936255,2025M11,25,"Albagés, L'"
2500701001,0,0,0.0,0.0,2025M11,25,Albatàrrec
2500801001,1,4,4.0,0.12870012,2025M11,25,Albesa
2500901001,1,10,10.0,0.1934236,2025M11,25,"Albi, L'"
2501001001,0,0,0.0,0.0,2025M11,25,Alcanó
2501101004,1,2,2.0,0.08410429,2025M11,25,Alcarràs
2501101003,1,4,4.0,0.11709602,2025M11,25,Alcarràs
2501101002,0,0,0.0,0.0,2025M11,25,Alcarràs
2501101001,0,0,0.0,0.0,2025M11,25,Alcarràs
2501201002,0,0,0.0,0.0,2025M11,25,Alcoletge
2501201001,3,25,8.333333,0.32608697,2025M11,25,Alcoletge
2501301002,0,0,0.0,0.0,2025M11,25,Alfarràs
2501301001,1,7,7.0,0.115207374,2025M11,25,Alfarràs
2501401001,0,0,0.0,0.0,2025M11,25,Alfés
2501501001,0,0,0.0,0.0,2025M11,25,Algerri
2501601002,0,0,0.0,0.0,2025M11,25,Alguaire
2501601001,1,21,21.0,0.11574074,2025M11,25,Alguaire
2501701001,14,79,5.642857,4.7945204,2025M11,25,Alins
2501902002,1,5,5.0,0.094607376,2025M11,25,Almacelles
2501902001,2,12,6.0,0.24242423,2025M11,25,Almacelles
2501901002,0,0,0.0,0.0,2025M11,25,Almacelles
2501901001,0,0,0.0,0.0,2025M11,25,Almacelles
2502001001,3,19,6.3333335,0.8902077,2025M11,25,Almatret
2502102002,1,7,7.0,0.13661203,2025M11,25,Almenar
2502102001,1,5,5.0,0.15015015,2025M11,25,Almenar
2502101001,0,0,0.0,0.0,2025M11,25,Almenar
2502201001,5,22,4.4,3.2051282,2025M11,25,Alòs de Balaguer
2502301003,0,0,0.0,0.0,2025M11,25,Alpicat
2502301002,0,0,0.0,0.0,2025M11,25,Alpicat
2502301001,0,0,0.0,0.0,2025M11,25,Alpicat
2502401001,53,271,5.1132073,6.83871,2025M11,25,Alt Àneu
2502501001,716,4724,6.5977654,15.042017,2025M11,25,Naut Aran
2502701001,0,0,0.0,0.0,2025M11,25,Anglesola
2502901002,3,24,8.0,0.38022813,2025M11,25,Arbeca
2502901001,6,27,4.5,0.7741935,2025M11,25,Arbeca
2503001001,8,34,4.25,4.371585,2025M11,25,"Pont de Bar, El"
2503101001,4,34,8.5,4.597701,2025M11,25,Arres
2503201001,3,19,6.3333335,3.2258065,2025M11,25,Arsèguel
2503301001,0,0,0.0,0.0,2025M11,25,Artesa de Lleida
2503401002,13,107,8.230769,1.109215,2025M11,25,Artesa de Segre
2503401001,0,0,0.0,0.0,2025M11,25,Artesa de Segre
2503501001,0,0,0.0,0.0,2025M11,25,"Sentiu de Sió, La"
2503601001,0,0,0.0,0.0,2025M11,25,Aspa
2503701001,9,50,5.5555553,2.2959185,2025M11,25,"Avellanes i Santa Linya, Les"
2503801002,1,7,7.0,0.1485884,2025M11,25,Aitona
2503801001,1,12,12.0,0.18348624,2025M11,25,Aitona
2503901001,8,61,7.625,1.9047619,2025M11,25,Baix Pallars
2504002001,3,19,6.3333335,0.2997003,2025M11,25,Balaguer
2504004004,0,0,0.0,0.0,2025M11,25,Balaguer
2504004003,0,0,0.0,0.0,2025M11,25,Balaguer
2504004002,0,0,0.0,0.0,2025M11,25,Balaguer
2504004001,0,0,0.0,0.0,2025M11,25,Balaguer
2504003002,4,20,5.0,0.62208396,2025M11,25,Balaguer
2504003001,2,7,3.5,0.12586533,2025M11,25,Balaguer
2504001002,3,20,6.6666665,0.41899443,2025M11,25,Balaguer
2504001001,10,62,6.2,1.0070493,2025M11,25,Balaguer
2504101001,0,0,0.0,0.0,2025M11,25,Barbens
2504201001,19,211,11.105263,13.194445,2025M11,25,"Baronia de Rialb, La"
2504301001,198,983,4.9646463,10.366492,2025M11,25,"Vall de Boí, La"
2504401001,3,38,12.666667,2.5641026,2025M11,25,Bassella
2504501001,2,10,5.0,2.2727273,2025M11,25,Bausen
2504601001,0,0,0.0,0.0,2025M11,25,Belianes
2504701001,2,22,11.0,0.28288543,2025M11,25,Bellcaire d'Urgell
2504801001,0,0,0.0,0.0,2025M11,25,Bell-lloc d'Urgell
2504801002,0,0,0.0,0.0,2025M11,25,Bell-lloc d'Urgell
2504901001,3,22,7.3333335,2.34375,2025M11,25,Bellmunt d'Urgell
2505001003,1,4,4.0,0.14430015,2025M11,25,Bellpuig
2505001001,0,0,0.0,0.0,2025M11,25,Bellpuig
2505001002,1,7,7.0,0.12269939,2025M11,25,Bellpuig
2505101001,50,341,6.82,1.9968051,2025M11,25,Bellver de Cerdanya
2505201001,0,0,0.0,0.0,2025M11,25,Bellvís
2505301001,0,0,0.0,0.0,2025M11,25,Benavent de Segrià
2505501001,2,31,15.5,1.2820513,2025M11,25,Biosca
2505601001,0,0,0.0,0.0,2025M11,25,Bovera
2505701001,18,116,6.4444447,5.9602647,2025M11,25,"Bòrdes, Es"
2505802002,1,6,6.0,0.118623964,2025M11,25,"Borges Blanques, Les"
2505802001,1,2,2.0,0.092678405,2025M11,25,"Borges Blanques, Les"
2505801002,0,0,0.0,0.0,2025M11,25,"Borges Blanques, Les"
2505801001,0,0,0.0,0.0,2025M11,25,"Borges Blanques, Les"
2505901001,17,100,5.882353,2.2193213,2025M11,25,Bossòst
2506001001,1,9,9.0,1.4492754,2025M11,25,Cabanabona
2506101001,2,23,11.5,1.8018018,2025M11,25,Cabó
2506201001,31,168,5.419355,3.8461537,2025M11,25,Camarasa
2506301001,4,32,8.0,3.9215686,2025M11,25,Canejan
2506401001,2,17,8.5,2.739726,2025M11,25,Castellar de la Ribera
2506701001,1,2,2.0,0.17730497,2025M11,25,Castelldans
2506801001,0,0,0.0,0.0,2025M11,25,Castellnou de Seana
2506901001,2,19,9.5,0.4878049,2025M11,25,Castelló de Farfanya
2507001001,0,0,0.0,0.0,2025M11,25,Castellserà
2507101001,3,26,8.666667,3.0,2025M11,25,Cava
2507203001,0,0,0.0,0.0,2025M11,25,Cervera
2507202003,0,0,0.0,0.0,2025M11,25,Cervera
2507202002,0,0,0.0,0.0,2025M11,25,Cervera
2507202001,1,2,2.0,0.10718114,2025M11,25,Cervera
2507201001,1,4,4.0,0.12987013,2025M11,25,Cervera
2507301001,4,38,9.5,0.6379585,2025M11,25,Cervià de les Garrigues
2507401001,0,0,0.0,0.0,2025M11,25,Ciutadilla
2507501001,0,0,0.0,0.0,2025M11,25,Clariana de Cardener
2507601001,0,0,0.0,0.0,2025M11,25,"Cogul, El"
2507701001,19,157,8.263158,3.3989267,2025M11,25,Coll de Nargó
2507801001,2,25,12.5,0.3053435,2025M11,25,Corbins
2507901001,2,14,7.0,0.5847953,2025M11,25,Cubells
2508101001,2,6,3.0,0.5780347,2025M11,25,"Espluga Calba, L'"
2508201001,34,176,5.1764708,8.173077,2025M11,25,Espot
2508501001,0,0,0.0,0.0,2025M11,25,Estaràs
2508601001,85,442,5.2,6.51341,2025M11,25,Esterri d'Àneu
2508701001,3,29,9.666667,4.9180326,2025M11,25,Esterri de Cardós
2508801001,1,8,8.0,1.1494253,2025M11,25,Estamariu
2508901001,8,55,6.875,8.163265,2025M11,25,Farrera
2509201001,0,0,0.0,0.0,2025M11,25,"Floresta, La"
2509301001,0,0,0.0,0.0,2025M11,25,Fondarella
2509401001,14,80,5.714286,8.045977,2025M11,25,Foradada
2509601001,1,12,12.0,0.16611296,2025M11,25,"Fuliola, La"
2509701001,4,15,3.75,3.539823,2025M11,25,Fulleda
2509801001,7,45,6.428571,2.2801304,2025M11,25,Gavet de la Conca
2509901001,1,2,2.0,0.11025358,2025M11,25,Golmés
2510001001,2,10,5.0,0.6006006,2025M11,25,Gósol
2510101001,2,8,4.0,0.38910505,2025M11,25,"Granadella, La"
2510201001,0,0,0.0,0.0,2025M11,25,"Granja d'Escarp, La"
2510301001,0,0,0.0,0.0,2025M11,25,Granyanella
2510401001,2,9,4.5,1.5748031,2025M11,25,Granyena de Segarra
2510501001,0,0,0.0,0.0,2025M11,25,Granyena de les Garrigues
2510901001,3,32,10.666667,0.65645516,2025M11,25,Guimerà
2511001003,0,0,0.0,0.0,2025M11,25,Guissona
2511001002,0,0,0.0,0.0,2025M11,25,Guissona
2511001001,0,0,0.0,0.0,2025M11,25,Guissona
2511101001,2,17,8.5,1.5151515,2025M11,25,Guixers
2511201001,5,33,6.6,2.7322404,2025M11,25,Ivars de Noguera
2511301002,1,9,9.0,0.22421525,2025M11,25,Ivars d'Urgell
2511301001,1,2,2.0,0.2793296,2025M11,25,Ivars d'Urgell
2511401001,0,0,0.0,0.0,2025M11,25,Ivorra
2511501001,13,98,7.5384617,1.109215,2025M11,25,Isona i Conca Dellà
2511801001,4,33,8.25,1.25,2025M11,25,Juncosa
2511901002,1,4,4.0,0.12254902,2025M11,25,Juneda
2511901001,0,0,0.0,0.0,2025M11,25,Juneda
2512009001,0,0,0.0,0.0,2025M11,25,Lleida
2512008003,0,0,0.0,0.0,2025M11,25,Lleida
2512009002,0,0,0.0,0.0,2025M11,25,Lleida
2512008002,0,0,0.0,0.0,2025M11,25,Lleida
2512008001,1,9,9.0,0.13020833,2025M11,25,Lleida
2512007006,0,0,0.0,0.0,2025M11,25,Lleida
2512007005,0,0,0.0,0.0,2025M11,25,Lleida
2512007004,0,0,0.0,0.0,2025M11,25,Lleida
2512007003,0,0,0.0,0.0,2025M11,25,Lleida
2512007002,0,0,0.0,0.0,2025M11,25,Lleida
2512007001,0,0,0.0,0.0,2025M11,25,Lleida
2512006017,0,0,0.0,0.0,2025M11,25,Lleida
2512006014,0,0,0.0,0.0,2025M11,25,Lleida
2512006012,0,0,0.0,0.0,2025M11,25,Lleida
2512006009,1,2,2.0,0.07336757,2025M11,25,Lleida
2512006007,0,0,0.0,0.0,2025M11,25,Lleida
2512006005,0,0,0.0,0.0,2025M11,25,Lleida
2512006004,0,0,0.0,0.0,2025M11,25,Lleida
2512006003,1,1,1.0,0.100603625,2025M11,25,Lleida
2512006002,6,32,5.3333335,0.625,2025M11,25,Lleida
2512006013,0,0,0.0,0.0,2025M11,25,Lleida
2512006001,14,51,3.642857,1.1263074,2025M11,25,Lleida
2512005012,0,0,0.0,0.0,2025M11,25,Lleida
2512005011,0,0,0.0,0.0,2025M11,25,Lleida
2512005009,0,0,0.0,0.0,2025M11,25,Lleida
2512005008,0,0,0.0,0.0,2025M11,25,Lleida
2512005007,0,0,0.0,0.0,2025M11,25,Lleida
2512005005,0,0,0.0,0.0,2025M11,25,Lleida
2512005004,0,0,0.0,0.0,2025M11,25,Lleida
2512005003,1,6,6.0,0.11792453,2025M11,25,Lleida
2512005002,2,8,4.0,0.2840909,2025M11,25,Lleida
2512004017,0,0,0.0,0.0,2025M11,25,Lleida
2512004016,0,0,0.0,0.0,2025M11,25,Lleida
2512004015,0,0,0.0,0.0,2025M11,25,Lleida
2512005006,0,0,0.0,0.0,2025M11,25,Lleida
2512004014,1,6,6.0,0.10288066,2025M11,25,Lleida
2512004013,0,0,0.0,0.0,2025M11,25,Lleida
2512004011,0,0,0.0,0.0,2025M11,25,Lleida
2512004010,0,0,0.0,0.0,2025M11,25,Lleida
2512005010,0,0,0.0,0.0,2025M11,25,Lleida
2512004008,0,0,0.0,0.0,2025M11,25,Lleida
2512004007,0,0,0.0,0.0,2025M11,25,Lleida
2512004006,0,0,0.0,0.0,2025M11,25,Lleida
2512004005,0,0,0.0,0.0,2025M11,25,Lleida
2512006011,0,0,0.0,0.0,2025M11,25,Lleida
2512006010,0,0,0.0,0.0,2025M11,25,Lleida
2512006006,0,0,0.0,0.0,2025M11,25,Lleida
2512004004,0,0,0.0,0.0,2025M11,25,Lleida
2512004003,4,24,6.0,0.36630037,2025M11,25,Lleida
2512004001,0,0,0.0,0.0,2025M11,25,Lleida
2512003008,3,12,4.0,0.4731861,2025M11,25,Lleida
2512003007,0,0,0.0,0.0,2025M11,25,Lleida
2512003006,3,17,5.6666665,0.36855036,2025M11,25,Lleida
2512006016,0,0,0.0,0.0,2025M11,25,Lleida
2512003005,0,0,0.0,0.0,2025M11,25,Lleida
2512003004,0,0,0.0,0.0,2025M11,25,Lleida
2512003003,1,2,2.0,0.070077084,2025M11,25,Lleida
2512003001,0,0,0.0,0.0,2025M11,25,Lleida
2512002009,0,0,0.0,0.0,2025M11,25,Lleida
2512002008,0,0,0.0,0.0,2025M11,25,Lleida
2512002006,0,0,0.0,0.0,2025M11,25,Lleida
2512007007,0,0,0.0,0.0,2025M11,25,Lleida
2512002005,0,0,0.0,0.0,2025M11,25,Lleida
2512002007,0,0,0.0,0.0,2025M11,25,Lleida
2512002004,0,0,0.0,0.0,2025M11,25,Lleida
2512008004,2,12,6.0,0.32051283,2025M11,25,Lleida
2512002003,0,0,0.0,0.0,2025M11,25,Lleida
2512002002,0,0,0.0,0.0,2025M11,25,Lleida
2512001014,1,6,6.0,0.13422818,2025M11,25,Lleida
2512001013,0,0,0.0,0.0,2025M11,25,Lleida
2512001012,1,2,2.0,0.1367989,2025M11,25,Lleida
2512001011,0,0,0.0,0.0,2025M11,25,Lleida
2512001010,0,0,0.0,0.0,2025M11,25,Lleida
2512001009,1,3,3.0,0.12180268,2025M11,25,Lleida
2512001008,1,1,1.0,0.08445946,2025M11,25,Lleida
2512001007,1,4,4.0,0.08006405,2025M11,25,Lleida
2512001006,0,0,0.0,0.0,2025M11,25,Lleida
2512001005,0,0,0.0,0.0,2025M11,25,Lleida
2512001004,1,2,2.0,0.09107468,2025M11,25,Lleida
2512001003,5,32,6.4,0.575374,2025M11,25,Lleida
2512001001,3,15,5.0,0.21321961,2025M11,25,Lleida
2512101001,28,159,5.678571,5.063291,2025M11,25,Les
2512201002,1,4,4.0,0.13175231,2025M11,25,Linyola
2512201001,1,4,4.0,0.14430015,2025M11,25,Linyola
2512301001,0,0,0.0,0.0,2025M11,25,Lladorre
2512401001,6,68,11.333333,4.958678,2025M11,25,Lladurs
2512501001,0,0,0.0,0.0,2025M11,25,Llardecans
2512601001,26,146,5.6153846,6.9333334,2025M11,25,Llavorsí
2512701001,5,31,6.2,1.552795,2025M11,25,Lles de Cerdanya
2512801001,4,32,8.0,2.5157232,2025M11,25,Llimiana
2512901001,1,12,12.0,1.2195122,2025M11,25,Llobera
2513001001,1,8,8.0,0.40160644,2025M11,25,Maldà
2513101001,0,0,0.0,0.0,2025M11,25,Massalcoreig
2513201001,2,10,5.0,1.5151515,2025M11,25,Massoteres
2513301001,1,7,7.0,0.1633987,2025M11,25,Maials
2513401001,0,0,0.0,0.0,2025M11,25,Menàrguens
2513501001,0,0,0.0,0.0,2025M11,25,Miralcamp
2513601001,5,34,6.8,0.0,2025M11,25,"Molsosa, La"
2513701006,4,16,4.0,0.37842953,2025M11,25,Mollerussa
2513701004,2,4,2.0,0.19900498,2025M11,25,Mollerussa
2513701003,0,0,0.0,0.0,2025M11,25,Mollerussa
2513701002,0,0,0.0,0.0,2025M11,25,Mollerussa
2513701001,1,3,3.0,0.075018756,2025M11,25,Mollerussa
2513701005,0,0,0.0,0.0,2025M11,25,Mollerussa
2513801001,0,0,0.0,0.0,2025M11,25,Montgai
2513901001,14,89,6.357143,2.0437956,2025M11,25,Montellà i Martinet
2514001001,15,90,6.0,1.6042781,2025M11,25,Montferrer i Castellbò
2514101001,4,21,5.25,1.9607843,2025M11,25,Montoliu de Segarra
2514201001,0,0,0.0,0.0,2025M11,25,Montoliu de Lleida
2514301001,1,10,10.0,1.2345679,2025M11,25,Montornès de Segarra
2514501001,1,12,12.0,0.8333333,2025M11,25,Nalec
2514601001,3,28,9.333333,1.4925373,2025M11,25,Navès
2514801001,18,151,8.388889,13.7404585,2025M11,25,Odèn
2514901001,6,52,8.666667,0.49099836,2025M11,25,Oliana
2515001001,2,26,13.0,1.5384616,2025M11,25,Oliola
2515101001,6,34,5.6666665,1.3392857,2025M11,25,Olius
2515201001,0,0,0.0,0.0,2025M11,25,"Oluges, Les"
2515301001,1,6,6.0,0.6535948,2025M11,25,"Omellons, Els"
2515401001,1,4,4.0,0.5405405,2025M11,25,"Omells de na Gaia, Els"
2515501001,6,42,7.0,0.73800737,2025M11,25,Organyà
2515601001,3,14,4.6666665,0.41666666,2025M11,25,Os de Balaguer
2515701001,0,0,0.0,0.0,2025M11,25,Ossó de Sió
2515801001,0,0,0.0,0.0,2025M11,25,"Palau d'Anglesola, El"
2516101001,12,96,8.0,2.2641509,2025M11,25,Conca de Dalt
2516301001,21,164,7.8095236,2.3782558,2025M11,25,"Coma i la Pedra, La"
2516401001,3,16,5.3333335,1.0204082,2025M11,25,Penelles
2516501001,9,45,5.0,2.903226,2025M11,25,Peramola
2516601001,1,12,12.0,0.90909094,2025M11,25,Pinell de Solsonès
2516701001,0,0,0.0,0.0,2025M11,25,Pinós
2516801001,0,0,0.0,0.0,2025M11,25,"Poal, El"
2516901001,4,18,4.5,1.3422819,2025M11,25,"Pobla de Cérvoles, La"
2517001001,1,7,7.0,0.4830918,2025M11,25,Bellaguarda
2517101002,11,62,5.6363635,0.8409786,2025M11,25,"Pobla de Segur, La"
2517101001,7,32,4.571429,0.6102877,2025M11,25,"Pobla de Segur, La"
2517201002,2,28,14.0,0.23201856,2025M11,25,Ponts
2517201001,4,24,6.0,0.6033183,2025M11,25,Ponts
2517301002,8,52,6.5,1.4285715,2025M11,25,"Pont de Suert, El"
2517301001,22,134,6.090909,1.6260163,2025M11,25,"Pont de Suert, El"
2517401001,0,0,0.0,0.0,2025M11,25,"Portella, La"
2517501001,9,63,7.0,1.6216216,2025M11,25,Prats i Sansor
2517601001,5,22,4.4,2.0242915,2025M11,25,Preixana
2517701001,5,32,6.4,1.6611296,2025M11,25,Preixens
2517901001,5,34,6.8,1.8518518,2025M11,25,Prullans
2518001001,8,45,5.625,4.519774,2025M11,25,Puiggròs
2518101001,2,22,11.0,1.6260163,2025M11,25,Puigverd d'Agramunt
2518201001,1,11,11.0,0.13280213,2025M11,25,Puigverd de Lleida
2518301001,68,378,5.5588236,8.374384,2025M11,25,Rialp
2518501001,6,30,5.0,0.9244992,2025M11,25,Ribera d'Urgellet
2518601001,2,14,7.0,1.5384616,2025M11,25,Riner
2518901001,0,0,0.0,0.0,2025M11,25,Rosselló
2519001001,6,26,4.3333335,1.2987013,2025M11,25,Salàs de Pallars
2519101001,2,12,6.0,0.53475934,2025M11,25,Sanaüja
2519201001,2,9,4.5,0.29027575,2025M11,25,Sant Guim de Freixenet
2519301001,23,142,6.173913,1.9878998,2025M11,25,Sant Llorenç de Morunys
2519401001,0,0,0.0,0.0,2025M11,25,Sant Ramon
2519601001,2,21,10.5,1.3422819,2025M11,25,Sant Esteve de la Sarga
2519701001,2,24,12.0,1.9417475,2025M11,25,Sant Guim de la Plana
2520001001,1,8,8.0,0.4032258,2025M11,25,Sarroca de Lleida
2520101001,9,93,10.333333,3.1034484,2025M11,25,Sarroca de Bellera
2520201001,4,18,4.5,1.1428572,2025M11,25,Senterada
2520301007,6,50,8.333333,0.4750594,2025M11,25,"Seu d'Urgell, La"
2520301006,2,6,3.0,0.22421525,2025M11,25,"Seu d'Urgell, La"
2520301005,2,9,4.5,0.18674137,2025M11,25,"Seu d'Urgell, La"
2520301004,3,18,6.0,0.21929824,2025M11,25,"Seu d'Urgell, La"
2520301003,2,20,10.0,0.19607843,2025M11,25,"Seu d'Urgell, La"
2520301002,8,38,4.75,0.7117438,2025M11,25,"Seu d'Urgell, La"
2520301001,2,11,5.5,0.26881722,2025M11,25,"Seu d'Urgell, La"
2520401002,1,12,12.0,0.2004008,2025M11,25,Seròs
2520401001,1,10,10.0,0.22123894,2025M11,25,Seròs
2520501001,0,0,0.0,0.0,2025M11,25,Sidamon
2520601001,0,0,0.0,0.0,2025M11,25,"Soleràs, El"
2520702002,8,43,5.375,0.78585464,2025M11,25,Solsona
2520701001,4,20,5.0,0.3539823,2025M11,25,Solsona
2520701002,2,12,6.0,0.21052632,2025M11,25,Solsona
2520701003,3,16,5.3333335,0.373599,2025M11,25,Solsona
2520702001,15,109,7.266667,1.2048193,2025M11,25,Solsona
2520801001,16,108,6.75,4.2328043,2025M11,25,Soriguera
2520901001,73,472,6.4657536,3.322713,2025M11,25,Sort
2521001001,0,0,0.0,0.0,2025M11,25,Soses
2521101001,0,0,0.0,0.0,2025M11,25,Sudanell
2521201001,1,7,7.0,0.5464481,2025M11,25,Sunyer
2521501001,4,18,4.5,1.1461318,2025M11,25,Talarn
2521601001,3,14,4.6666665,1.6759777,2025M11,25,Talavera
2521704002,2,8,4.0,0.21621622,2025M11,25,Tàrrega
2521704001,2,20,10.0,0.3539823,2025M11,25,Tàrrega
2521703002,0,0,0.0,0.0,2025M11,25,Tàrrega
2521703001,1,6,6.0,0.12077295,2025M11,25,Tàrrega
2521703003,0,0,0.0,0.0,2025M11,25,Tàrrega
2521702003,0,0,0.0,0.0,2025M11,25,Tàrrega
2521702002,3,10,3.3333333,0.2979146,2025M11,25,Tàrrega
2521702001,7,68,9.714286,0.78740156,2025M11,25,Tàrrega
2521701002,7,54,7.714286,0.6499536,2025M11,25,Tàrrega
2521701001,1,7,7.0,0.07674597,2025M11,25,Tàrrega
2521801001,4,26,6.5,3.6363637,2025M11,25,Tarrés
2521901001,0,0,0.0,0.0,2025M11,25,Tarroja de Segarra
2522001001,0,0,0.0,0.0,2025M11,25,Térmens
2522101001,0,0,0.0,0.0,2025M11,25,Tírvia
2522201001,3,21,7.0,0.0,2025M11,25,Tiurana
2522301001,8,35,4.375,1.0457517,2025M11,25,Torà
2522401001,0,0,0.0,0.0,2025M11,25,"Torms, Els"
2522501001,1,10,10.0,0.20080322,2025M11,25,Tornabous
2522601001,0,0,0.0,0.0,2025M11,25,Torrebesses
2522701001,18,101,5.611111,2.3968043,2025M11,25,"Torre de Cabdella, La"
2522801002,0,0,0.0,0.0,2025M11,25,Torrefarrera
2522801001,1,5,5.0,0.10438413,2025M11,25,Torrefarrera
2523001001,4,31,7.75,0.36133695,2025M11,25,Torregrossa
2523101001,0,0,0.0,0.0,2025M11,25,Torrelameu
2523201001,1,8,8.0,0.08896797,2025M11,25,Torres de Segre
2523301001,0,0,0.0,0.0,2025M11,25,Torre-serona
2523403001,18,105,5.8333335,2.0713463,2025M11,25,Tremp
2523402002,16,96,6.0,1.3640239,2025M11,25,Tremp
2523402001,9,44,4.888889,0.8434864,2025M11,25,Tremp
2523401001,10,63,6.3,1.3793104,2025M11,25,Tremp
