N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2012-1788,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,4,3,HUTB-004567,9,"2,15816717050604","41,3925337854587"
02-2012-1789,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,211,,,,,,,PR,1,HUTB-007635,8,"2,15817540954618","41,3923958328373"
02-2012-1790,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,04,2,HUTB-004568,8,"2,15816717050604","41,3925337854587"
02-2012-1791,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,3,2,HUTB-004569,8,"2,15816717050604","41,3925337854587"
02-2012-1792,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,2,2,HUTB-004570,8,"2,15816717050604","41,3925337854587"
02-2012-1793,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,01,2,HUTB-004571,8,"2,15816717050604","41,3925337854587"
02-2012-1794,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,211,,,,,,,PR,2,HUTB-004787,8,"2,15817540954618","41,3923958328373"
02-2012-1795,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,1,71,,,,,,,02,2,HUTB-004597,6,"2,15433681115226","41,3809729000218"
02-2012-1796,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,467,,,,,,,05,2,HUTB-004788,5,"2,17594894486132","41,405727113842"
02-2012-1799,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,363,,,,,,,1,,HUTB-004868,13,"2,17136693501906","41,3988870484875"
02-2012-1800,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,363,,,,,,,2,,HUTB-004869,13,"2,17136693501906","41,3988870484875"
02-2012-1801,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,363,,,,,,,PR,,HUTB-004870,13,"2,17136693501906","41,3988870484875"
02-2012-1802,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,363,,,,,,,04,,HUTB-004871,13,"2,17136693501906","41,3988870484875"
02-2012-1803,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,1,1,HUTB-004572,7,"2,15816717050604","41,3925337854587"
02-2012-1804,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,2,1,HUTB-004573,7,"2,15816717050604","41,3925337854587"
02-2012-1805,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,04,1,HUTB-004574,7,"2,15816717050604","41,3925337854587"
02-2012-1806,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,MARINA,2,128,,130,,,,,05,2,HUTB-004661,6,"2,18453472226128","41,3969231480924"
02-2012-1807,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,3,1,HUTB-004575,7,"2,15816717050604","41,3925337854587"
02-2012-1808,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,AT,,HUTB-004576,4,"2,15816717050604","41,3925337854587"
02-2012-1809,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,529,,,,,,,PR,2,HUTB-004789,9,"2,17922292381216","41,4081418227978"
02-2012-1810,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ARAGO,1,415,,,,,,,02,1,HUTB-004557,4,"2,17666987339433","41,4012996273946"
02-2012-1811,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,ARAGO,2,424,,,,,,,AT,3,HUTB-004556,7,"2,17530753058388","41,3998082643736"
02-2012-1813,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,44,,,,,,,02,2,HUTB-004854,14,"2,17604020503863","41,3900249366482"
02-2012-1815,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ARAGO,2,92,,,,,,,EN,5,HUTB-004558,8,"2,15323999729955","41,383271027656"
02-2012-1816,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CORSEGA,2,530,,,,,,,01,1,HUTB-004594,10,"2,17196497517586","41,405903620158"
02-2012-1817,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,347,,,,,,,01,1,HUTB-004596,5,"2,16628504061129","41,3979807539293"
02-2012-1818,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,36,,,,,,,05,1,HUTB-004636,5,"2,17455699255584","41,4070533509306"
02-2012-1821,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,1,2,HUTB-004599,6,"2,16844516157668","41,3913137045417"
02-2012-1822,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,1,1,HUTB-004600,5,"2,16844516157668","41,3913137045417"
02-2012-1823,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,1,3,HUTB-004601,6,"2,16844516157668","41,3913137045417"
02-2012-1824,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,1,4,HUTB-004602,5,"2,16844516157668","41,3913137045417"
02-2012-1825,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,2,1,HUTB-004603,5,"2,16844516157668","41,3913137045417"
02-2012-1826,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,2,2,HUTB-004604,6,"2,16844516157668","41,3913137045417"
02-2012-1827,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,2,3,HUTB-004605,6,"2,16844516157668","41,3913137045417"
02-2012-1828,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,2,4,HUTB-004598,5,"2,16844516157668","41,3913137045417"
02-2012-1829,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,175,,,,,,,05,3,HUTB-004790,11,"2,15576594027845","41,3905489811453"
02-2012-1837,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,NAPOLS,1,229,,,,,,,04,3,HUTB-012558,6,"2,17262318548019","41,40036549918"
02-2012-1838,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,NAPOLS,1,229,,,,,,,03,3,HUTB-004740,6,"2,17262318548019","41,40036549918"
02-2012-1839,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PELAI,1,9,,,,,,,03,1,HUTB-004749,26,"2,16652986772578","41,3858539077149"
02-2012-1843,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,207,,,,,,A,04,,HUTB-004559,5,"2,15977855193688","41,388530793678"
02-2012-1845,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,03,2,HUTB-004638,4,"2,17457810950169","41,4054085469312"
02-2012-1847,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,01,1,HUTB-004637,5,"2,17457810950169","41,4054085469312"
02-2012-1848,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,EN,2,HUTB-004639,4,"2,17457810950169","41,4054085469312"
02-2012-1850,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,PR,2,HUTB-004640,4,"2,17457810950169","41,4054085469312"
02-2012-1851,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,01,2,HUTB-004641,4,"2,17457810950169","41,4054085469312"
02-2012-1852,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,02,2,HUTB-004642,4,"2,17457810950169","41,4054085469312"
02-2012-1853,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MALLORCA,2,434,,,,,,,PR,2,HUTB-004660,8,"2,17649570691453","41,4041580514296"
02-2012-1857,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,VILADOMAT,2,198,,,,,,,03,2,HUTB-004875,4,"2,15094897564844","41,3846093252952"
02-2012-1858,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,VALENCIA,1,497,,,,,,,01,3,HUTB-004872,6,"2,17936738812568","41,4048848194372"
02-2012-1861,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,39,,,,,,,02,2B,HUTB-012620,7,"2,160098626544","41,3876716976269"
02-2012-1862,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,ALI BEI,1,57,,,,,,,03,4,HUTB-004553,3,"2,18052906487259","41,3934758017347"
02-2012-1870,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PELAI,1,5,,,,,,,AT,,HUTB-004778,8,"2,16612781556205","41,385890132392"
02-2012-1873,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,101,,,,,,,3,1,HUTB-004584,7,"2,16018491650816","41,3932520610765"
02-2012-1874,02,L'EIXAMPLE,06,la Sagrada Família,Passatge,PAULA FONT,2,4,,,,,,,3,4,HUTB-004619,2,"2,17566122714792","41,4024130360868"
02-2012-1876,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,317,,,,,,,01,1,HUTB-004873,5,"2,1682120023399","41,3965219481369"
02-2012-1877,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,91,,,,,,,1,2,HUTB-004589,4,"2,1563460426571","41,3836089977037"
02-2012-1881,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,2,42,,,,,,,01,2,HUTB-004587,4,"2,16291255318878","41,3772824784926"
02-2012-1882,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,1,119,,,,,,,03,2,HUTB-004738,4,"2,15525881786804","41,3896219001548"
02-2012-1883,02,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,1,87,,,,,,,01,2,HUTB-004580,6,"2,15588914845421","41,3788983822571"
02-2012-1884,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,165,,,,,,,4,1,HUTB-004591,10,"2,15464576233608","41,3829043185129"
02-2012-1886,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,AUSIAS MARC,1,159,,,,,,,AT,2,HUTB-004563,2,"2,18412087229264","41,3978463923341"
02-2012-1888,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,108,,,,,,,4,1,HUTB-004794,9,"2,16490355382033","41,39624450323"
02-2012-1889,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,PROVENÇA,1,63,,,,,,,03,3,HUTB-004791,4,"2,14826728244077","41,3850084903987"
02-2012-1893,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,01,2B,HUTB-004592,11,"2,16500283465113","41,3907041433224"
02-2012-1894,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PROVENÇA,2,354,,,,,,,03,2,HUTB-004792,5,"2,16782405976251","41,3993724466827"
02-2012-1897,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,142,,,,,,,AT,2,HUTB-004581,9,"2,15251611742496","41,3817302327496"
02-2012-1898,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,01,2,HUTB-004829,6,"2,16923210366533","41,4021259429878"
02-2012-1899,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,02,1,HUTB-004837,6,"2,16923210366533","41,4021259429878"
02-2012-1900,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,02,2,HUTB-004830,6,"2,16923210366533","41,4021259429878"
02-2012-1901,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,03,1,HUTB-004831,6,"2,16923210366533","41,4021259429878"
02-2012-1902,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,03,2,HUTB-004832,6,"2,16923210366533","41,4021259429878"
02-2012-1903,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,04,1,HUTB-004833,6,"2,16923210366533","41,4021259429878"
02-2012-1904,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,05,2,HUTB-004834,6,"2,16923210366533","41,4021259429878"
02-2012-1905,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,06,1,HUTB-004835,6,"2,16923210366533","41,4021259429878"
02-2012-1906,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE BORRELL,1,251,,,,,,,02,1,HUTB-004588,8,"2,14974316039812","41,3869471471829"
02-2012-1907,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,SANT JOAN,2,96,,,,,,,03,1,HUTB-004852,11,"2,17081169053549","41,3987918745197"
02-2012-1909,02,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,2,98,,,,,,,02,1,HUTB-004582,8,"2,15562610653829","41,3793739409187"
02-2012-1911,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,SANT JOAN,2,60,,,,,,,01,1,HUTB-004851,15,"2,17392317203303","41,3964431496977"
02-2012-1918,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,DOS DE MAIG,1,225,,,,,,,01,1,HUTB-004734,7,"2,18258280219844","41,4065007182852"
02-2012-1919,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,VILADOMAT,1,319,,,,,,,01,1,HUTB-004824,11,"2,14435096466035","41,389303189036"
02-2012-1920,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,195,,,,,,,02,4,HUTB-004827,7,"2,15096148691232","41,389444015937"
02-2012-1921,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,195,,,,,,,05,4,HUTB-004826,5,"2,15096148691232","41,389444015937"
02-2012-1927,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MARINA,2,234,,,,,,,PR,2,HUTB-004762,5,"2,17737308260424","41,402390879542"
02-2012-1928,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,LEPANT,2,194,,,,,,,1,3,HUTB-004758,9,"2,18181148068746","41,4006755692991"
02-2012-1931,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,39,,,,,,,3,1A,HUTB-004672,6,"2,160098626544","41,3876716976269"
02-2012-1932,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BALMES,2,66,,,,,,,6,2,HUTB-004676,8,"2,16164638518642","41,3901891972984"
02-2012-1935,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MALLORCA,1,439,,,,,,,03,1,HUTB-004760,4,"2,17795265700521","41,4055279159999"
02-2012-1936,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,1,15,,,,,,,AT,,HUTB-004754,2,"2,17526172873592","41,39155467088"
02-2012-1938,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,2,176,,,,,,,AT,,HUTB-004812,2,"2,16262774290068","41,383158767332"
02-2012-1941,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Plaça,DOCTOR LETAMENDI,1,35,,,,,,,PR,2,HUTB-004731,11,"2,16136789358753","41,388927378274"
02-2012-1942,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,SANT JOAN,1,51,,,,,,,04,,HUTB-004800,8,"2,17267835382335","41,3967192479734"
02-2012-1943,02,L'EIXAMPLE,10,Sant Antoni,Carrer,CASANOVA,1,27,B,,,,,,EN,4,HUTB-004707,5,"2,16147954631408","41,3832137196314"
02-2012-1944,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ARAGO,1,497,,,,,,,02,2,HUTB-004671,5,"2,18127464295333","41,4047480180919"
02-2012-1945,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE BORRELL,2,164,,,,,,I,02,1,HUTB-004722,5,"2,15454368096943","41,3836119733093"
02-2012-1952,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,SICILIA,1,161,,,,,,,05,3,HUTB-004813,4,"2,17681505252793","41,3989130410643"
02-2012-1956,02,L'EIXAMPLE,10,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,PR,1,HUTB-004737,8,"2,15383965183485","41,3770395981307"
02-2012-1957,02,L'EIXAMPLE,10,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,PR,2,HUTB-004736,8,"2,15383965183485","41,3770395981307"
02-2012-1958,02,L'EIXAMPLE,10,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,06,,HUTB-004739,3,"2,15383965183485","41,3770395981307"
02-2012-1964,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,1,101,,,,,,,01,1,HUTB-004767,6,"2,15645725457509","41,3887152236958"
02-2012-1965,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,317,,,,,,,AT,,HUTB-004728,10,"2,17055394076986","41,3931740943569"
02-2012-1972,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,AUSIAS MARC,1,5,,,,,,,AT,1,HUTB-004675,3,"2,17378225239281","41,3901089719426"
02-2012-1976,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,02,1,HUTB-013252,8,"2,16801513186327","41,3879335196476"
02-2012-1977,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,02,2,HUTB-004713,12,"2,16801513186327","41,3879335196476"
02-2012-1978,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,02,3,HUTB-004721,9,"2,16801513186327","41,3879335196476"
02-2012-1979,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,02,4,HUTB-004719,7,"2,16801513186327","41,3879335196476"
02-2012-1980,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,DIPUTACIO,1,411,,,,,,,1,4,HUTB-004729,9,"2,17729918157389","41,3982271871503"
02-2012-1983,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,151,,,,,,,PR,,HUTB-004669,6,"2,15526259315868","41,385067795842"
02-2012-1984,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,4,2,HUTB-004723,7,"2,16500283465113","41,3907041433224"
02-2012-1986,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,503,B,,,,,,01,,HUTB-004776,4,"2,17799253871352","41,4072559263372"
02-2012-1987,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,503,B,,,,,,02,,HUTB-004777,4,"2,17799253871352","41,4072559263372"
02-2012-1988,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,503,B,,,,,,03,,HUTB-004779,4,"2,17799253871352","41,4072559263372"
02-2012-1989,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,3,2,HUTB-004710,7,"2,15677170739338","41,3870450239048"
02-2012-1990,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,503,B,,,,,,04,,HUTB-004781,4,"2,17799253871352","41,4072559263372"
02-2012-1996,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,01,1,HUTB-004797,6,"2,16923210366533","41,4021259429878"
02-2012-1998,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,04,2,HUTB-004798,6,"2,16923210366533","41,4021259429878"
02-2012-1999,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,05,1,HUTB-004796,6,"2,16923210366533","41,4021259429878"
02-2012-2000,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,06,2,HUTB-004784,6,"2,16923210366533","41,4021259429878"
02-2012-2001,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,AT,2,HUTB-004795,6,"2,16923210366533","41,4021259429878"
02-2012-2004,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,SARDENYA,1,199,,,,,,,04,2,HUTB-004805,8,"2,17933949856435","41,3987101746646"
02-2012-2006,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,3,1,HUTB-004811,7,"2,16230853077216","41,383193734992"
02-2012-2007,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,3,2,HUTB-004810,8,"2,16230853077216","41,383193734992"
02-2012-2008,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,4,1,HUTB-004809,7,"2,16230853077216","41,383193734992"
02-2012-2009,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,4,2,HUTB-004808,8,"2,16230853077216","41,383193734992"
02-2012-2010,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,5,1,HUTB-004807,5,"2,16230853077216","41,383193734992"
02-2012-2011,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,5,2,HUTB-004806,5,"2,16230853077216","41,383193734992"
02-2012-2012,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,04,1,HUTB-004774,3,"2,16273434764084","41,3767255978781"
02-2012-2013,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,04,2,HUTB-004773,4,"2,16273434764084","41,3767255978781"
02-2012-2022,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,493,,,,,,,EN,4,HUTB-004775,3,"2,17722873357095","41,4066850401019"
02-2012-2024,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,137,,,,,,,PR,1,HUTB-004673,14,"2,15434865306773","41,3920185867885"
02-2012-2027,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,130,,132,,,,,AT,1,HUTB-004727,6,"2,15662755832942","41,3824173767618"
02-2012-2028,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,NAPOLS,2,258,,,,,,,1,3,HUTB-004768,9,"2,17068058263104","41,4021198008201"
02-2012-2031,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,133,,,,,,,02,2,HUTB-004825,9,"2,15461657200208","41,3866897982988"
02-2012-2035,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,02,1,HUTB-004801,4,"2,17423975216893","41,3893516891941"
02-2012-2036,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,5,1,HUTB-004802,4,"2,17423975216893","41,3893516891941"
02-2012-2037,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,04,1,HUTB-004803,4,"2,17423975216893","41,3893516891941"
02-2012-2041,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,151,,,,,,,2,,HUTB-004670,5,"2,15526259315868","41,385067795842"
02-2012-2043,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,1,161,,,,,,,04,2,HUTB-004711,7,"2,15087392708171","41,3912267647711"
02-2013-0001,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,NAPOLS,2,272,,,,,,,PR,2,HUTB-004961,12,"2,17018099944567","41,402497701909"
02-2013-0002,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,2,58,,,,,,,PR,2,HUTB-004886,10,"2,1715059335559","41,3929626562682"
02-2013-0006,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,CONSELL DE CENT,2,474,,,,,,,AT,B,HUTB-004897,7,"2,17723650871022","41,3996101550819"
02-2013-0007,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,41,,,,,,,05,1,HUTB-004990,10,"2,15433707216447","41,3771927616818"
02-2013-0010,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,02,2,HUTB-004969,10,"2,152235438015","41,3879160356515"
02-2013-0011,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,01,3,HUTB-004968,6,"2,152235438015","41,3879160356515"
02-2013-0016,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,10,,,,,,,03,2,HUTB-004890,14,"2,16786955615574","41,3880397373727"
02-2013-0017,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CORSEGA,2,394,,,,,,,02,3,HUTB-004899,4,"2,16379155749187","41,3997502407637"
02-2013-0018,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,1,73,,,,,,,1,4,HUTB-004913,5,"2,15444062005866","41,3810503168565"
02-2013-0020,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,36,,,,,,,4,1,HUTB-004932,3,"2,17406608997585","41,3927367605664"
02-2013-0022,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,1,105,,,,,,A,03,2,HUTB-004978,5,"2,15241165543526","41,3798243197833"
02-2013-0030,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,161,,,,,,,02,2,HUTB-004992,4,"2,16163710982368","41,3826881352969"
02-2013-0032,02,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,119,,,,,,,SA,2,HUTB-004924,3,"2,16141577666379","41,3808204172604"
02-2013-0034,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,1,209,,,,,,,06,1,HUTB-004898,2,"2,15193129739155","41,3910796970912"
02-2013-0035,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,181,,,,,,,03,2A,HUTB-004996,3,"2,16296112365306","41,3836733512276"
