N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2012-1518,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,102,,,,,,,PR,,HUTB-004218,5,"2,15485734294824","41,3799586047994"
02-2012-1519,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,MALLORCA,1,241,,,,,,,EN,2,HUTB-004392,10,"2,16044443278277","41,392378435042"
02-2012-1520,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,460,,,,,,,04,1A,HUTB-004283,4,"2,15500243355612","41,3791177286465"
02-2012-1521,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,460,,,,,,,05,1A,HUTB-004284,3,"2,15500243355612","41,3791177286465"
02-2012-1522,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,460,,,,,,,05,1B,HUTB-004285,4,"2,15500243355612","41,3791177286465"
02-2012-1523,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,DOS DE MAIG,1,225,,,,,,,01,2,HUTB-004304,6,"2,18258280219844","41,4065007182852"
02-2012-1524,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,1,1,HUTB-004159,11,"2,16858612380032","41,3947363396473"
02-2012-1526,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,1,3,HUTB-004160,10,"2,16858612380032","41,3947363396473"
02-2012-1527,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,1,2,HUTB-004158,8,"2,16858612380032","41,3947363396473"
02-2012-1528,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,2,1,HUTB-004161,11,"2,16858612380032","41,3947363396473"
02-2012-1529,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,2,2,HUTB-004162,8,"2,16858612380032","41,3947363396473"
02-2012-1530,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,2,3,HUTB-004163,10,"2,16858612380032","41,3947363396473"
02-2012-1531,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MARINA,1,223,,,,,,,01,3,HUTB-004407,6,"2,17741338514396","41,4020808236389"
02-2012-1532,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,288,,,,,,,02,,HUTB-004157,14,"2,1668754117531","41,393464825228"
02-2012-1536,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,58,,,,,,,04,1,HUTB-004399,6,"2,16181739885687","41,377462439377"
02-2012-1537,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,103,,,,,,,2,B1,HUTB-004257,5,"2,16009805096809","41,3933180644968"
02-2012-1538,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,58,,,,,,,04,2,HUTB-004398,5,"2,16181739885687","41,377462439377"
02-2012-1539,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,103,,,,,,,2,B2,HUTB-004258,12,"2,16009805096809","41,3933180644968"
02-2012-1540,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,58,,,,,,,04,3,HUTB-004400,5,"2,16181739885687","41,377462439377"
02-2012-1541,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PELAI,1,5,,,,,,,03,2A,HUTB-004442,6,"2,16612781556205","41,385890132392"
02-2012-1542,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,58,,,,,,,05,1,HUTB-004401,5,"2,16181739885687","41,377462439377"
02-2012-1543,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,58,,,,,,,05,2,HUTB-004402,5,"2,16181739885687","41,377462439377"
02-2012-1544,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,58,,,,,,,05,3,HUTB-004403,5,"2,16181739885687","41,377462439377"
02-2012-1548,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,03,4,HUTB-004435,5,"2,16273434764084","41,3767255978781"
02-2012-1549,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,3,1,HUTB-004164,11,"2,16858612380032","41,3947363396473"
02-2012-1550,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,03,3,HUTB-004436,4,"2,16273434764084","41,3767255978781"
02-2012-1551,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,02,4,HUTB-004433,3,"2,16273434764084","41,3767255978781"
02-2012-1552,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,3,2,HUTB-004165,8,"2,16858612380032","41,3947363396473"
02-2012-1553,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,02,2,HUTB-007633,3,"2,16273434764084","41,3767255978781"
02-2012-1554,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,3,3,HUTB-004166,10,"2,16858612380032","41,3947363396473"
02-2012-1555,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,01,1,HUTB-004432,4,"2,16273434764084","41,3767255978781"
02-2012-1556,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,4,1,HUTB-004169,11,"2,16858612380032","41,3947363396473"
02-2012-1557,02,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,04,3,HUTB-004437,3,"2,16273434764084","41,3767255978781"
02-2012-1558,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,4,2,HUTB-004167,8,"2,16858612380032","41,3947363396473"
02-2012-1560,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,4,3,HUTB-004168,10,"2,16858612380032","41,3947363396473"
02-2012-1561,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SANT ANTONI MARIA CLARET,2,234,,,,,,,05,1,HUTB-004494,4,"2,17508431473837","41,411612845108"
02-2012-1562,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,5,1,HUTB-004170,11,"2,16858612380032","41,3947363396473"
02-2012-1563,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SANT ANTONI MARIA CLARET,2,234,,,,,,,05,2,HUTB-004495,2,"2,17508431473837","41,411612845108"
02-2012-1564,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,5,2,HUTB-004171,8,"2,16858612380032","41,3947363396473"
02-2012-1565,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,6,1,HUTB-004173,8,"2,16858612380032","41,3947363396473"
02-2012-1566,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,DIPUTACIO,2,378,,,,,,,2,3,HUTB-037139,9,"2,17706279272587","41,3977727528908"
02-2012-1573,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PADILLA,1,219,,,,,,,04,1,HUTB-004426,6,"2,17934007515904","41,4039054747694"
02-2012-1577,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MALLORCA,2,152,,,,,,,03,2,HUTB-004391,13,"2,1546692632142","41,3877521523676"
02-2012-1584,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,6,2,HUTB-004174,8,"2,16858612380032","41,3947363396473"
02-2012-1585,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,6,3,HUTB-004175,12,"2,16858612380032","41,3947363396473"
02-2012-1586,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,5,3,HUTB-004172,10,"2,16858612380032","41,3947363396473"
02-2012-1587,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,7,2,HUTB-004176,8,"2,16858612380032","41,3947363396473"
02-2012-1588,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,7,3,HUTB-004177,12,"2,16858612380032","41,3947363396473"
02-2012-1589,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,8,1,HUTB-004178,6,"2,16858612380032","41,3947363396473"
02-2012-1590,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,8,2,HUTB-004179,13,"2,16858612380032","41,3947363396473"
02-2012-1591,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,9,1,HUTB-004180,10,"2,16858612380032","41,3947363396473"
02-2012-1594,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,443,,,,,,,01,1,HUTB-004445,4,"2,17414558539556","41,4043755093249"
02-2012-1595,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,ARAGO,2,424,,,,,,I,AT,2,HUTB-004181,8,"2,17530753058388","41,3998082643736"
02-2012-1596,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,NAPOLS,2,94,,,,,,,1,1,HUTB-004419,5,"2,18093354735123","41,3943601110146"
02-2012-1597,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,NAPOLS,2,94,,,,,,,03,2,HUTB-004420,8,"2,18093354735123","41,3943601110146"
02-2012-1598,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,555,,,,,,,02,,HUTB-004286,19,"2,16040989265946","41,3838391479728"
02-2012-1600,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,94,,,,,,,02,1,HUTB-004416,7,"2,15713544959579","41,3884794410432"
02-2012-1601,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MARINA,1,225,,,,,,,EN,3,HUTB-004408,4,"2,17731666049929","41,4021540115082"
02-2012-1602,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,2,466,,,,,,,6,2,HUTB-004483,5,"2,17718927448287","41,4080876371589"
02-2012-1603,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,94,,,,,,,5,1,HUTB-004417,8,"2,15713544959579","41,3884794410432"
02-2012-1604,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,6,,,,,,,AT,1,HUTB-004478,5,"2,17308976643095","41,3900619323512"
02-2012-1612,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,202,,,,,,,PR,2,HUTB-004481,5,"2,15771258625558","41,3934363247228"
02-2012-1616,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,MALLORCA,2,344,,,,,,,EN,2,HUTB-004394,5,"2,17119686064594","41,4001657881313"
02-2012-1618,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,167,,,,,,,01,2,HUTB-004185,4,"2,15288721704338","41,3930915556317"
02-2012-1625,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,151,,,,,,2,06,2,HUTB-004264,4,"2,15180031814501","41,3870393892222"
02-2012-1626,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,101,,,,,,,4,B,HUTB-004256,10,"2,16018491650816","41,3932520610765"
02-2012-1631,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,118,,,,,,D,04,1,HUTB-004299,7,"2,15581874421624","41,3818086989325"
02-2012-1633,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,106,,,,,,,03,4,HUTB-004260,9,"2,15943084282442","41,3942020610518"
02-2012-1637,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Avinguda,SARRIA,1,33,,,,,,,PR,4,HUTB-004524,7,"2,14470145635246","41,3902082742535"
02-2012-1638,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,571,,,,,,,PR,1,HUTB-004289,18,"2,16196958521099","41,3850114871622"
02-2012-1639,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,202,,,,,,,PR,2,HUTB-004430,13,"2,15442406774317","41,3943889503954"
02-2012-1643,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,SANT JOAN,1,3,,,,,,,02,2A,HUTB-004503,4,"2,17909142058978","41,3918745401981"
02-2012-1648,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,05,1,HUTB-004249,4,"2,16416729183616","41,3907478342805"
02-2012-1650,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,AT,4,HUTB-004250,4,"2,16416729183616","41,3907478342805"
02-2012-1652,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,148,,,,,,B,2,1,HUTB-004477,5,"2,17505851668457","41,3971052937121"
02-2012-1654,02,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,142,,,,,,,PR,1B,HUTB-004429,4,"2,1594995369046","41,3751830493738"
02-2012-1655,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BAILEN,1,23,,,,,,,PR,1,HUTB-004191,7,"2,17615500422382","41,392584944277"
02-2012-1657,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,2,244,,,,,,,01,1,HUTB-004270,9,"2,15503257945619","41,393085505254"
02-2012-1660,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PADILLA,2,216,,,,,,,2,4,HUTB-004425,8,"2,1793000574785","41,4042106332265"
02-2012-1661,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MALLORCA,2,374,,,,,,,03,2,HUTB-004395,6,"2,1727727812773","41,4013748823071"
02-2012-1662,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,2,102,,,,,,,05,1,HUTB-004261,5,"2,15830489896283","41,3807606018585"
02-2012-1664,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,83,,,,,,,03,1,HUTB-004184,9,"2,15766673523022","41,3895068993498"
02-2012-1666,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,74,,,,,,,5,1,HUTB-004355,4,"2,17071098142612","41,3952711004335"
02-2012-1667,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,74,,,,,,,5,2,HUTB-004356,4,"2,17071098142612","41,3952711004335"
02-2012-1668,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,2,16,,,,,,,PR,1,HUTB-004206,6,"2,17503682180164","41,3902990965956"
02-2012-1670,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,2,16,,,,,,,PR,2,HUTB-004207,3,"2,17503682180164","41,3902990965956"
02-2012-1672,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,2,16,,,,,,,PR,3,HUTB-004208,5,"2,17503682180164","41,3902990965956"
02-2012-1673,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,2,16,,,,,,,PR,4,HUTB-004209,3,"2,17503682180164","41,3902990965956"
02-2012-1674,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,DOS DE MAIG,1,225,,,,,,,02,3,HUTB-004305,5,"2,18258280219844","41,4065007182852"
02-2012-1676,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,2,220,,,,,,,EN,2,HUTB-004267,4,"2,15892994852378","41,3858562548744"
02-2012-1677,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,103,,,,,,,5,C,HUTB-004259,9,"2,16009805096809","41,3933180644968"
02-2012-1678,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PADILLA,2,300,,,,,,,EN,1,HUTB-004427,8,"2,17380613860118","41,4083969037969"
02-2012-1682,02,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,02,2,HUTB-004507,12,"2,16728522417531","41,375317047275"
02-2012-1683,02,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,04,2,HUTB-004508,11,"2,16728522417531","41,375317047275"
02-2012-1684,02,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,05,2,HUTB-004509,3,"2,16728522417531","41,375317047275"
02-2012-1686,02,L'EIXAMPLE,05,el Fort Pienc,Plaça,TETUAN,2,36,,,,,,,17,1,HUTB-004533,5,"2,17643829154435","41,395126268232"
02-2012-1688,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,BJ,1,HUTB-004266,8,"2,15691352886381","41,3846160444018"
02-2012-1689,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,05,1,HUTB-004538,9,"2,16503778484209","41,393852356548"
02-2012-1694,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,7,HUTB-004510,2,"2,17398815500181","41,3892269398276"
02-2012-1695,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,1,HUTB-004511,3,"2,17398815500181","41,3892269398276"
02-2012-1696,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,2,HUTB-004512,4,"2,17398815500181","41,3892269398276"
02-2012-1697,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,3,HUTB-004513,4,"2,17398815500181","41,3892269398276"
02-2012-1698,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,4,HUTB-004514,3,"2,17398815500181","41,3892269398276"
02-2012-1700,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,5,HUTB-004515,4,"2,17398815500181","41,3892269398276"
02-2012-1701,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,6,HUTB-004516,4,"2,17398815500181","41,3892269398276"
02-2012-1703,02,L'EIXAMPLE,05,el Fort Pienc,Passeig,SANT JOAN,2,50,,,,,,,PR,1,HUTB-004505,18,"2,17725879785311","41,3939196744552"
02-2012-1704,02,L'EIXAMPLE,05,el Fort Pienc,Passeig,SANT JOAN,2,50,,,,,,,02,1,HUTB-004504,18,"2,17725879785311","41,3939196744552"
02-2012-1705,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,AUSIAS MARC,1,13,,,,,,,02,3,HUTB-004189,7,"2,17414275400838","41,3903757952103"
02-2012-1706,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,155,,,,,,,PR,1,HUTB-004528,6,"2,16142106359072","41,3825257588389"
02-2012-1707,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,1,3,,,,,,,AT,,HUTB-004205,3,"2,17588483832306","41,3893775262274"
02-2012-1711,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,6,E,HUTB-004358,4,"2,16597663515424","41,391717911573"
02-2012-1712,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,6,D,HUTB-004357,4,"2,16597663515424","41,391717911573"
02-2012-1714,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,42,,,,,,,AT,2A,HUTB-004245,6,"2,16496210924648","41,3901655863461"
02-2012-1715,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,42,,,,,,,AT,2B,HUTB-004246,7,"2,16496210924648","41,3901655863461"
02-2012-1718,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,5,,,,,,,03,1,HUTB-004537,9,"2,17433603264156","41,3890552314095"
02-2012-1719,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,108,,,,,,,03,1,HUTB-004550,5,"2,15661226740935","41,3854509135722"
02-2012-1720,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,98,B,,,,,,05,4,HUTB-004251,3,"2,16042878592627","41,3934745244983"
02-2012-1721,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,AT,1,HUTB-036808,8,"2,15677170739338","41,3870450239048"
02-2012-1722,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,6,1,HUTB-004239,10,"2,15677170739338","41,3870450239048"
02-2012-1723,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,AT,2,HUTB-004240,8,"2,15677170739338","41,3870450239048"
02-2012-1724,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,6,2,HUTB-004238,10,"2,15677170739338","41,3870450239048"
02-2012-1725,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,5,2,HUTB-004237,12,"2,15677170739338","41,3870450239048"
02-2012-1726,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,5,1,HUTB-004236,12,"2,15677170739338","41,3870450239048"
02-2012-1727,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,4,2,HUTB-004235,12,"2,15677170739338","41,3870450239048"
02-2012-1728,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,4,1,HUTB-004234,12,"2,15677170739338","41,3870450239048"
02-2012-1729,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,3,1,HUTB-004233,12,"2,15677170739338","41,3870450239048"
02-2012-1736,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Avinguda,JOSEP TARRADELLAS,2,48,,,,,,,07,4,HUTB-004388,4,"2,14286105361326","41,3843605639161"
02-2012-1739,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,1,159,,,,,,,01,1,HUTB-004476,4,"2,14979061914111","41,3818038859393"
02-2012-1742,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,BJ,,HUTB-007571,4,"2,15677170739338","41,3870450239048"
02-2012-1743,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,1,2,HUTB-004230,12,"2,15677170739338","41,3870450239048"
02-2012-1744,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,2,1,HUTB-004232,12,"2,15677170739338","41,3870450239048"
02-2012-1745,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,PR,1,HUTB-004242,12,"2,15677170739338","41,3870450239048"
02-2012-1746,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,2,2,HUTB-004231,12,"2,15677170739338","41,3870450239048"
02-2012-1747,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,01,1,HUTB-004229,12,"2,15677170739338","41,3870450239048"
02-2012-1748,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,DOS DE MAIG,1,225,,,,,,,02,2,HUTB-004306,8,"2,18258280219844","41,4065007182852"
02-2012-1749,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,1,449,,,,,,,03,2,HUTB-004482,9,"2,17401931335879","41,4060065968841"
02-2012-1752,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,PR,2,HUTB-004243,7,"2,15677170739338","41,3870450239048"
02-2012-1753,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CORSEGA,2,540,,,,,,,05,4,HUTB-004273,6,"2,17290380741989","41,4066197302086"
02-2012-1757,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,AUSIAS MARC,2,24,,,,,,,PR,C,HUTB-004562,5,"2,1754257670671","41,3910623883552"
02-2012-1760,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,654,,,,,,,01,1,HUTB-004595,28,"2,17054047506039","41,3907960884361"
02-2012-1763,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MALLORCA,1,215,,,,,,,02,3,HUTB-004659,6,"2,15870140365554","41,3910598232961"
02-2012-1764,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,1,347,,,,,,,02,2,HUTB-004555,5,"2,17126736815957","41,3971752587439"
02-2012-1765,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,125,,,,,,,02,2,HUTB-004618,10,"2,15458014030505","41,393553904414"
02-2012-1766,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,VALENCIA,1,387,,,,,,,2,2,HUTB-004867,8,"2,17388985395506","41,4007868466304"
02-2012-1767,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,1,91,,,,,,,1,,HUTB-004579,8,"2,16797550385619","41,395349930194"
02-2012-1771,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,421,,,,,,,03,2,HUTB-004590,14,"2,17229507454036","41,396182526985"
02-2012-1778,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CORSEGA,1,593,,595,,,,,01,2,HUTB-004593,6,"2,17394630355224","41,4076722856736"
02-2012-1780,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CASTILLEJOS,1,251,,,,,,,PR,4,HUTB-004583,9,"2,17951152441942","41,4054461310256"
02-2012-1784,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,35,,,,,,,3,2,HUTB-004866,9,"2,16763919770993","41,3872011024535"
02-2012-1785,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,PR,3,HUTB-004564,5,"2,15816717050604","41,3925337854587"
02-2012-1786,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,01,3,HUTB-004565,9,"2,15816717050604","41,3925337854587"
02-2012-1787,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,02,3,HUTB-004566,9,"2,15816717050604","41,3925337854587"
